eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200907300017,2009,7,30,,1,,92,India,6,South Asia,West Bengal,Kalaimuri,22.662517,87.105361,1.0,0,"The incident took place in Kalaimuri village in West Midnapore, West Bengal, India.","07/30/2009: On Thursday, in one of two related attacks, in Kalaimuri village in West Midnapore, West Bengal, India, assailants kidnapped two Communist Party of India-Marxist (CPI-M) members, identified as Sailen Deb Sinha and Anadi Deb. The status of the hostages is unknown. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,1.0,1,0,6,Hostage Taking (Kidnapping),,,,,22,Violent Political Party,109.0,Party Official/Candidate/Other Personnel,Communist Party of India: Marxist (CPI-M),Members,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,"This was one of two related attacks (cf. 200907280026). The outcome of the hostage taking is unknown. The most recent available sources listed the number of hostages for this attack from five to six, so the majority number of hostage reported has been used in order to preserve statistical accuracy in the database.","National Counterterrorism Center, ""Five Political Party Members Kidnapped by Suspected CPI-Maoist in West Midnapore, West Bengal, India,""  Worldwide Incidents Tracking System, January 8, 2010.","South Asia Terrorism Portal, ""Maoists Kill Ruling CPI-M Leader in West Bengal,"" http://www.satp.org/satporgtp/detailed_news3.asp date3=2009%2F7%2F31&image2.x=8&image2.y=5 (July 31, 2009).","The Stateman, ""Another CPM Leader Killed,"" LexisNexis Academic, The Stateman, July 30, 2009.",ISVG,0,0,0,0,"200907300017, 200907300026"
200907300026,2009,7,30,,1,,92,India,6,South Asia,West Bengal,Salboni,22.561994,87.145274,1.0,0,"The incident took place in the Salboni village in West Midnapore, West Bengal, India.","07/30/2009: On Thursday, in one of two related attacks, in the Salboni village in West Midnapore, West Bengal, India, assailants kidnapped three Communist Party of India-Marxist (CPI-M) members, identified as Arun Mahato, Amal Mahato and Brahmanya Singha Roy. The status of the hostages is unknown. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,1.0,1,0,6,Hostage Taking (Kidnapping),,,,,22,Violent Political Party,109.0,Party Official/Candidate/Other Personnel,Communist Party of India: Marxist (CPI-M),Members,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,3.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,"This was one of two related attacks (cf. 200907280017). The outcome of the hostage taking is unknown. The most recent available sources listed the number of hostages for this attack from five to six, so the majority number of hostage reported has been used in order to preserve statistical accuracy in the database.","National Counterterrorism Center, ""Five Political Party Members Kidnapped by Suspected CPI-Maoist in West Midnapore, West Bengal, India,""  Worldwide Incidents Tracking System, January 8, 2010.","South Asia Terrorism Portal, ""Maoists Kill Ruling CPI-M Leader in West Bengal,"" http://www.satp.org/satporgtp/detailed_news3.asp date3=2009%2F7%2F31&image2.x=8&image2.y=5 (July 31, 2009).","The Stateman, ""Another CPM Leader Killed,"" LexisNexis Academic, The Stateman, July 30, 2009.",ISVG,0,0,0,0,"200907300017, 200907300026"
200907310008,2009,7,31,,0,,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,1.0,0,"The attack occurred at the residence of a Deputy Commissioner of Taxation in the Lamphel Sana Keithel area in Imphal West, Manipur, India.","07/31/2009: On Friday, in the Lamphel Sana Keithel area in Imphal West, Manipur, India, a powerful bomb exploded at the residence of a Deputy Commissioner of Taxation and wounded his 18-year-old daughter. The daughter sustained splinter injuries to her legs. No group claimed the responsibility for the attack.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Deputy Commissioner of Taxation,A Deputy Commissioner of Taxation,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,-9,4.0,Unknown,,It is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"Assam Tribune, ""Militant Lynched,"" http://www.assamtribune.com/scripts/details.asp?id=jul2809/ne3 (July 27, 2009).",,,ISVG,-9,-9,0,-9,
200908010012,2009,8,1,,0,,92,India,6,South Asia,Jharkhand,Jamshedpur,22.804567,86.202875,1.0,0,"The attack took place in the Bhadodih area of Jamshedpur, Jharkhand.","08/01/2009: On Saturday, in the Bhadodih area of Jamshedpur, Jharkhand, India, assailants set vegetable trucks on fire, destroying two trucks but causing no injuries. No group claimed responsibility, although it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,,Vegetable trucks,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Two trucks were damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""Two Vehicles Destroyed in Arson by Suspected Communist Party of India-Maoist in Jamshedpur, Jharkhand, India,"" Worldwide Incidents Tracking System, January 11, 2010.","South Asia Terrorism Portal, âCPI-Maoist Set Ablaze Two Vegetable Trucks in Jharkhand, "" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F2&image2.x=9&image2.y=7 (August 2, 2009).","Jane's Intelligence, ""CPI-M Militants Attack Trucks in India's Jharkhand,"" Terrorism Watch Report, August 3, 2009.",ISVG,0,0,0,0,
200908010013,2009,8,1,,0,,92,India,6,South Asia,West Bengal,Chirugora,22.870022,86.476908,1.0,1,"The attack took place in Chirugoda, Belpahari, Midnapore.","08/01/2009: On Saturday evening at 2130, in Chirugoda, Belpahari, West Midnapore, West Bengal, India, assailants entered the home of a Jharkhand Party and People's Resistance Committee leader, Kalipada Singh (35), dragged him outside, and fired upon and killed him. No group claimed responsibility, although it was widely believed Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Jharkhand Party and People's Resistance Committee,"Jharkhand Party and People's Resistance Committee leader, Kalipada Singh,",92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"South Asia Terrorism Portal, âMaoists Kill Two Local Political Leaders in West Bengal,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F3&image2.x=6&image2.y=7 (August 3, 2009).","National Counterterrorism Center, ""One Political Party Leader Killed in Armed Attack by Suspected CPI-Maoist in West,"" Worldwide Incidents Tracking System, January 12, 2010.","The Statesman, ""Maoists Strike Again in Lalgarh,"" LexisNexis Academic, Statesman, The (India), August 3, 2009.",ISVG,0,0,0,0,
200908010014,2009,8,1,,0,,92,India,6,South Asia,West Bengal,West Midnapore district,22.408038,87.381073,3.0,0,The attack took place in West Midnapore.,"08/01/2009: On Saturday late in the day, in West Midnapore, West Bengal, India, Communist Party of India-Maoist (CPI-Maoist) militants shot and killed two Communist Party of India-Marxist (CPI-M) activists after awarding them the death sentence in the Maoists' court.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,22,Violent Political Party,109.0,Party Official/Candidate/Other Personnel,Communist Party of India: Marxist (CPI-M),Activists,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,"The Maoists viewed the killings as ""rightful punishment.""",0.0,,,0,-99.0,0.0,1.0,10.0,Unknown,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown weapons were used in the attack.,2.0,0.0,2.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Hindustan Times (Delhi, India), ""Lalgarh Simmers, Two CPM Men Killed,"" LexisNexis Academic, Hindustan Times (Delhi, India), August 3, 2009.","Pakistan News, ""Maoists Killed Two Political Workers in West Bengal,"" http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=82826&Itemid=1 (August 2, 2009).","Associated Press of Pakistan, ""Maoists Killed Two Political Workers in West Bengal,"" http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=82826&Itemid=1 (August 2, 2009).",ISVG,0,0,0,0,
200908020012,2009,8,2,,0,,92,India,6,South Asia,Jammu and Kashmir,Doda,33.14575,75.548049,1.0,0,The attack took place in Doda.,"08/02/2009: On Sunday evening at about 2040, in Doda, Jammu and Kashmir, India, assailants threw a grenade at the Radhey Shyam temple in Doda town, missing the temple and damaging several nearby shops but causing no casualties. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Radhey Shyam Mosque,The Radhey Shyam temple,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,A grenade was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Several shops were damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"Press Trust of India (India), ""Militant Hurl Grenade on Temple in Jammu and Kashmir,"" LexisNexis Academic, Press Trust of India (India), August 3, 2009.","National Counterterrorism Center, ""Several Shops Damaged in Grenade Attack in Doda, Jammu and Kashmir, India,"" Worldwide Incidents Tracking System, January 11, 2010.","Jane's Intelligence, ""Militant Throws Grenade at Temple in India's Jammu and Kashmir,"" Terrorism Watch Report, August 3, 2009.",ISVG,-9,-9,0,-9,
200908020013,2009,8,2,,0,,92,India,6,South Asia,Manipur,Bishnupur,24.628724,93.761325,1.0,0,The attack took place in Bishenpur.,"08/02/2009: On Sunday, in Bishenpur, Manipur, India, assailants threw two hand grenades at a residence belonging to the Manipur Agriculture and Social Welfare Minister, causing no injuries or damage. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",,The residence of a Manipur Agriculture and Social Welfare Minister,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,Two hand grenades were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Statesman, The (India), ""Briefs,"" LexisNexis Academic, Statesman, The (India), August 4, 2009.","South Asia Terrorism Portal, âTwo Suspected KCP Militants Shot Dead in Manipur,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F3&image2.x=6&image2.y=7 (August 3, 2009).","National Counterterrorism Center, ""Government Official Targeted in Grenade Attack in Bishnupur, Manipur, India,"" Worldwide Incidents Tracking System, January 11, 2010.",ISVG,-9,-9,0,-9,
200908030002,2009,8,3,,0,,92,India,6,South Asia,Jammu and Kashmir,Rajouri,33.371715,74.315313,1.0,0,The attack took place in Rajouri.,"08/03/2009: On Monday, in Rajouri, Kashmir, India, a man was beheaded by suspected militants. No group claimed responsibility.",0,1,1,1,2.0,Other Crime Type,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,A civilian,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,An unknown sharp object was used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"chinaview.cn (China), ""Three Killed in Fresh Spate of Militant Attacks in India-Controlled Kashmir,"" http://news.xinhuanet.com/english/2009-08/04/content_11820786.htm (August 4, 2009).","The Daily Star, ""Three Killed in Kashmir Attacks,"" http://www.thedailystar.net/newDesign/news-details.php?nid=100038 (August 4, 2009).",,ISVG,-9,-9,0,-9,
200908030004,2009,8,3,,0,,92,India,6,South Asia,West Bengal,Nischintipur,21.990232,88.215239,1.0,0,"The incident occurred in Nischintipur village, Midnapore.","08/03/2009: On Monday evening, in Nischintipur Village, West Midnapore, West Bengal, India, assailants fired upon and killed a person affiliated with the Jharkhand Party, Nagen Singh Sardar. Sadar was a former Maoist activist. No group claimed responsibility, although it was widely believed Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,"A member of the Jharkhand Party, Nagen Singh Sardar,",92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"United News of India (UNI), ""Two CPI(M) Members Gunned Down by Maoists,"" LexisNexis Academic, United News of India (UNI), August 3, 2009.","National Counterterrorism Center, ""One Political Affiliate Killed in Armed Attack by Suspected Communist Party of India-Maoist in West Midnapore, West Bengal, India,"" Worldwide Incidents Tracking System, January 11, 2010.","South Asia Terrorism Portal, âMaoists Kill Two Persons in Separate Incidents in West Bengal,â http://www.satp.org/satporgtp/detailed_news.asp?date1=8/4/2009#1 (August 04, 2009).",ISVG,0,0,0,0,
200908040009,2009,8,4,,0,,92,India,6,South Asia,Jharkhand,East Singhbhum district,22.486676,86.499655,3.0,0,The attack took place in East Singbhhum.,"08/04/2009: On Tuesday, in East Singhbhum, Jharkhand, India, assailants fired upon members of the Jharkhand Liberation Front (JMM) political party, killing one member and wounding one other. No group claimed responsibility, although it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Jharkhand Liberation Front,Members of the Jharkhand Liberation Front (JMM) political party,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"South Asia Terrorism Portal, âMaoists Kill JMM Leader in Jharkhand,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F5&image2.x=9&image2.y=8 (August 5, 2009).","United News of India (UNI), ""Suspected Naxalites Kill JMM Leader,"" LexisNexis Academic, United News of India (UNI), August 4, 2009.","National Counterterrorism Center, ""One Political Party Member Killed, One Other Wounded in Armed Attack by Suspected Communist Party of India-Maoist in East Singhbhum, Jharkhand, India,"" Worldwide Incidents Tracking System, January 11, 2010.",ISVG,0,0,0,0,
200908050011,2009,8,5,,0,,92,India,6,South Asia,Orissa,Koraput district,18.815236,82.712102,3.0,0,The attack took place in Dangabadi and Ramgiri villages of Koraput.,"08/05/2009: On Wednesday, in the Dangabadi and Ramgiri villages of Koraput, Orissa, India, assailants set alight cell phone towers belonging to the Reliance and Airtel companies, damaging two cellular phone towers but causing no injuries. No group claimed responsibility, although it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,16,Telecommunication,90.0,Telephone/Telegraph,Reliance and Airtel Companies,Cell phone towers belonging to the Reliance and Airtel companies,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Two cellular phone towers were damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"South Asia Terrorism Portal, âMaoists Damage Cellular Phone Towers in Orissa,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F07&image2.x=0&image2.y=0#3 (August 7, 2009).","National Counterterrorism Center, ""Two Cellular Phone Towers Damaged in Arson by Suspected CPI-Maoist in Koraput, Orissa, India,"" Worldwide Incidents Tracking System, January 11, 2010.","Indo-Asian News Service (IANS) - India, ""Maoists Damage Mobile Phone Towers in Orissa,"" LexisNexis Academic, Indo-Asian News Service (IANS) - India, August 6, 2009.",ISVG,0,0,0,0,
200908050012,2009,8,5,,0,,92,India,6,South Asia,West Bengal,Aankro,22.408038,87.381073,2.0,0,The attack took place in the Aankro area of Midnapore.,"08/05/2009: On Wednesday, in the Aankro area of West Midnapore, West Bengal, India, assailants fired upon workers at a cold storage facility, killing three. They were supporters of the Jharkhand Party (Naren) and were also associated with the Gana Pratirodh Committee. No group claimed responsibility, although it was widely believed the Communist Party of India-Maoists was responsible.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,1,Business,5.0,Industrial/Textiles/Factory,,Workers at a cold storage facility,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,3.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""Three Civilians Killed in Armed Attack by Suspected Communist Party of India-Maoists in West Midnapore, West Bengal, India,"" Worldwide Incidents Tracking System, January 11, 2010.","South Asia Terrorism Portal, âMaoists Kill Three Persons in West Bengal,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F07&image2.x=0&image2.y=0#3 (August 7, 2009).","Hindu (India), ""Three More Killed in Lalgarh,"" http://www.hindu.com/2009/08/07/stories/2009080759971000.htm (August 7, 2009).",ISVG,0,0,0,0,
200908050013,2009,8,5,,0,,92,India,6,South Asia,West Bengal,Chilgora,22.408038,87.381073,2.0,0,The attack occurred in Chilgora village of Midnapore.,"08/05/2009: On Wednesday night at about 0230, in Chilgora village, West Midnapore, West Bengal, India, around 70 cadres of the Communist Party of India-Maoist (CPI-Maoist) took Communist Party of India-Marxist (CPI-M) supporter, Shankar Das Adhikary (38), from his home and shot and killed him for his alleged connection with the police.",1,1,1,0,,,0.0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Communist Party of India - Marxist,A Communist Party of India-Marxist (CPI-M) activist,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The specific motive for the attack is for Adhikary's connection with the police.,0.0,,,0,70.0,0.0,1.0,10.0,Unknown,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,-99.0,,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"Statesman, The (India), ""Maoists Kill Two More,"" LexisNexis Academic, Statesman, The (India), August 6, 2009.","Jane's Intelligence, ""CPI-M militants kill Marxist Activist in India's West Bengal,"" Terrorism Watch Report, August 6, 2009.","South Asia Terrorism Portal, âMaoists Kill Two Persons in Separate Incidents West Bengal,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=8/6/2009#4 (August 6, 2009).",ISVG,0,0,0,0,
200908060009,2009,8,6,,0,,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,1.0,0,The attack occurred in Imphal.,"08/06/2009: On Thursday evening, at around 1915, in Imphal, Manipur, India, armed miscreants shot at the office of an evening local paper, Paojel. A bullet hit the glass door of the office, but caused not casualties. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Paojel,The office of a local paper,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,A glass door was damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"Hindustan Times (Delhi, India), ""Newspaper Office Attacked in Manipur,"" LexisNexis Academic, Hindustan Times (Delhi, India), August 7, 2009.","Imphal Free Press - India, ""Newspaper Office Attacked by Armed Men, No One Hurt,"" http://ifp.co.in/shownews.php?newsid=3857 (August 6, 2009).",,ISVG,-9,-9,0,-9,
200908080004,2009,8,8,,1,2009-08-26,92,India,6,South Asia,Assam,Guwahati,26.149794,91.763931,1.0,0,"The attack took place in Guwahati, Kamrup.","08/08/2009: On Saturday, in Guwahati, Kamrup, Assam, India, two assailants kidnapped one railway engineer, Sanjay Kumar Lama, as he was supervising bridge work. Authorities did rescue the victim on 08/26/2009. No group claimed responsibility, but authorities believed the National Democratic Front of Bodoland (NDFB) - Ranjan Daimary Faction was responsible.",1,1,1,0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,,"A railway engineer, Sanjay Kumar Lama,",92.0,India,,,,,,,,,,,,,,,,,National Democratic Front of Bodoland (NDFB),,,,,,The specific motive for the attack is unknown.,1.0,,,0,2.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,18.0,,,0.0,,,,,,5.0,Successful Rescue,1.0,,"United News of India (UNI), ""NDFB Militant Arrested, IED Recovered, "" LexisNexis Academic, United News of India (UNI), August 9, 2009.","National Counterterrorism Center, ""One Civilian Kidnapped by Suspected National Democratic Front of Bodoland-Ranjan Daimary Faction in Kamrup, Assam, India,"" Worldwide Incidents Tracking System, January 11, 2010.","Jane's Intelligence, ""Suspected NDFB Militants Abduct Railway Engineer in India's Assam,"" Terrorism Watch Report, August 10, 2009.",ISVG,0,0,0,0,
200908090001,2009,8,9,,0,,92,India,6,South Asia,Assam,Harimura,26.092831,90.672692,1.0,0,"The attack took place in Harimura, Goalpara.","08/09/2009: On Sunday afternoon at about 1230 in Harimura, Goalpara, Assam, India, assailants detonated bombs on a railway track, damaging the track and five train cars but causing no injuries. No group claimed responsibility, but authorities believed the United Liberation Front of Assam (ULFA) was responsible.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,,A railway track,92.0,India,,,,,,,,,,,,,,,,,United Liberation Front of Assam (ULFA),,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Unknown explosives were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,A railway track and five train cars were damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"United News of India (UNI), ""Saraighat Express Escapes Blast,"" LexisNexis Academic, United News of India (UNI), August 9, 2009.","South Asia Terrorism Portal, âBomb Blast Damages Railway Tracks in Assam,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F10&image2.x=6&image2.y=9 (August 10, 2009).","National Counterterrorism Center, ""One Train, One Railway Track Damaged in Bombing by Suspected United Liberation Front of Assam in Goalpara, Assam, India,"" Worldwide Incidents Tracking System, January 11, 2010.",ISVG,0,0,0,0,
200908090002,2009,8,9,,0,,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,1.0,0,The attack took place in Imphal.,"08/09/2009: On Sunday evening at 1840, in Imphal East, Manipur, India, militants triggered a bomb blast at the residence of the Manipur Tribal Development Corporation Director, Solomon Chingkhei, at Nagaram, injuring his 19-year old driver, A.S. Ringshangni. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,,"The residence of the Manipur Tribal Development Corporation Director, Solomon Chingkhei",92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Unknown explosives were used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"South Asia Terrorism Portal, âTwo Civilians Wounded in Manipur,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F8%2F10&image2.x=6&image2.y=9 (August 10, 2009).","United News of India (UNI), ""One Shot at in Manipur,"" LexisNexis Academic, United News of India (UNI), August 10, 2009.","Imphal Free Press - India, ""Non-local Shot at by Miscreants During Curfew Hours,"" http://ifp.co.in/shownews.php?newsid=3928 (August 9, 2009).",ISVG,-9,-9,0,-9,
